avg(density),avg(temperature),avg(velocity (2)),Time
0.9999,0.2,0,0
0.999900071369,0.2,0,1
0.99990022832,0.2,2.36379657597e-17,2
0.999900470662,0.2,1.07346699222e-16,3
0.999900798113,0.2,-4.05531842034e-17,4
0.999901210319,0.2,-1.71320867987e-17,5
0.999901706856,0.2,-1.28382156308e-16,6
0.999902287226,0.2,1.99512694676e-17,7
0.999902950858,0.2,-6.00706301588e-17,8
0.999903697114,0.2,-3.23123365113e-17,9
0.999904525283,0.2,-4.77094506357e-18,10
0.999905434584,0.2,4.35890493505e-17,11
0.99990642417,0.2,-1.7565718921e-17,12
0.999907493124,0.2,1.95174446026e-18,13
0.999908640461,0.2,-3.25290370124e-17,14
0.999909865131,0.2,7.80695932115e-17,15
0.999911166019,0.2,-5.7034100839e-17,16
0.999912541944,0.2,9.97553242754e-18,17
0.999913991663,0.2,-4.44561126682e-17,18
0.99991551387,0.2,4.96606551364e-17,19
0.999917107199,0.2,6.57080983809e-17,20
0.999918770224,0.2,1.5180063488e-16,21
0.999920501459,0.2,7.5249613005e-17,22
0.999922299362,0.2,1.11030929637e-16,23
0.999924162335,0.2,3.88173815946e-17,24
0.999926088727,0.2,3.03599047688e-18,25
0.999928076831,0.2,1.11897712239e-16,26
0.999930124891,0.2,3.07934933973e-17,27
0.9999322311,0.2,1.13198378137e-16,28
0.999934393603,0.2,5.55147933568e-17,29
0.999936610498,0.2,8.41394221409e-17,30
0.99993887984,0.2,-4.40212987917e-17,31
0.999941199637,0.2,2.08179058121e-17,32
0.999943567859,0.2,-1.3184642455e-16,33
0.999945982433,0.2,-9.60655017069e-17,34
0.99994844125,0.2,-1.27725601291e-16,35
0.999950942166,0.2,-3.92500441661e-17,36
0.999953482999,0.2,-2.6022062608e-18,37
0.999956061538,0.2,5.9850589664e-17,38
0.999958675541,0.2,8.21859209631e-17,39
0.999961322736,0.2,1.5960073271e-16,40
0.999964000825,0.2,-1.47456803781e-17,41
0.999966707486,0.2,7.37282023262e-17,42
0.999969440374,0.2,3.85987769047e-17,43
0.999972197125,0.2,1.34878500267e-16,44
0.999974975354,0.2,6.93906755162e-17,45
0.99997777266,0.2,9.36771498966e-17,46
0.999980586631,0.2,-1.06253875649e-17,47
0.999983414838,0.2,2.55875956451e-17,48
0.999986254845,0.2,-1.58729379812e-16,49
0.999989104208,0.2,-2.19011225143e-17,50
0.999991960474,0.2,-2.01229541003e-16,51
0.999994821189,0.2,-4.83556673177e-17,52
0.999997683897,0.2,-1.61112815985e-16,53
1.00000054614,0.2,0,54
1.00000340547,0.2,-1.18828153439e-16,55
1.00000625943,0.2,7.63273551772e-17,56
1.00000910558,0.2,-1.19694829951e-16,57
1.00001194149,0.2,5.030638007e-17,58
1.00001476474,0.2,-1.23814060016e-16,59
1.00001757291,0.2,-1.19693816474e-16,60
1.00002036361,0.2,-1.61542834105e-16,61
1.00002313446,0.2,-8.69510026686e-17,62
1.00002588311,0.2,-9.93103485392e-17,63
1.00002860721,0.2,-6.07135848129e-18,64
1.00003130445,0.2,-1.61541066746e-16,65
