avg(density),avg(temperature),avg(velocity (2)),Time
0.9999,0.2,0,0
0.999900160509,0.2,3.90351754615e-18,1
0.999900513319,0.2,-6.93958430012e-18,2
0.999901057461,0.2,-2.27704985932e-17,3
0.999901791515,0.2,-1.69152151084e-17,4
0.999902713699,0.2,-2.53727992619e-17,5
0.999903821872,0.2,2.58064937254e-17,6
0.999905113535,0.2,-3.46977618675e-17,7
0.999906585845,0.2,4.98779592418e-18,8
0.99990823561,0.2,-5.24802009619e-17,9
0.999910059307,0.2,-5.7467883843e-17,10
0.999912053081,0.2,-1.08212893805e-16,11
0.999914212757,0.2,-1.25778242177e-17,12
0.999916533848,0.2,-9.78031992149e-17,13
0.999919011564,0.2,-9.36826549144e-17,14
0.999921640823,0.2,-1.18837870142e-16,15
0.999924416258,0.2,-3.86005149118e-17,16
0.999927332232,0.2,4.79252186425e-17,17
0.999930382848,0.2,-8.60916459506e-17,18
0.999933561958,0.2,-2.49383068194e-17,19
0.999936863181,0.2,-5.26955526124e-17,20
0.99994027991,0.2,-4.14189965351e-17,21
0.999943805328,0.2,-7.98017643289e-17,22
0.999947432423,0.2,-8.71744372168e-17,23
0.999951153998,0.2,-1.15147895232e-16,24
0.999954962689,0.2,-7.63312706982e-17,25
0.999958850977,0.2,-7.19939867353e-17,26
0.999962811203,0.2,2.970824434e-17,27
0.999966835586,0.2,6.07173353141e-18,28
0.999970916233,0.2,8.63050030044e-17,29
0.999975045161,0.2,-5.85483783796e-18,30
0.999979214306,0.2,9.23759451939e-17,31
0.999983415543,0.2,8.04491354036e-17,32
0.999987640701,0.2,1.0733734169e-16,33
0.999991881578,0.2,9.41095125925e-17,34
0.999996129956,0.2,1.11673255946e-16,35
1.00000037762,0.2,7.9146728704e-17,36
1.00000461637,0.2,7.93632326557e-17,37
1.00000883805,0.2,1.56123733009e-17,38
1.00001303453,0.2,9.56253851816e-17,39
1.00001719776,0.2,-3.46938728627e-17,40
1.00002131977,0.2,6.93874597144e-17,41
1.00002539268,0.2,1.99488134199e-17,42
1.00002940873,0.2,9.86594962461e-17,43
1.00003336026,0.2,7.82767855195e-17,44
1.00003723978,0.2,1.79970858558e-16,45
1.00004103993,0.2,-2.14663220388e-17,46
1.00004475354,0.2,1.38771667555e-16,47
1.00004837359,0.2,-4.03303698918e-17,48
1.00005189328,0.2,1.22074829759e-16,49
1.00005530601,0.2,7.63236117885e-17,50
1.0000586054,0.2,1.36167812695e-16,51
1.00006178529,0.2,2.47182823064e-17,52
1.00006483978,0.2,1.08413187761e-16,53
1.00006776322,0.2,9.17172887335e-17,54
1.00007055021,0.2,1.37900787411e-16,55
1.00007319563,0.2,-4.33649127771e-19,56
1.00007569467,0.2,2.25930631003e-16,57
1.00007804276,0.2,8.3260228989e-17,58
1.00008023567,0.2,1.41802266561e-16,59
1.00008226948,0.2,2.18990822581e-17,60
1.00008414056,0.2,1.24889581991e-16,61
1.00008584561,0.2,8.67287285181e-19,62
1.00008738167,0.2,-1.08410744137e-17,63
1.0000887461,0.2,-7.39360266295e-17,64
1.0000899366,0.2,4.55323962156e-17,65
1.0000909512,0.2,4.57491707367e-17,66
1.0000917883,0.2,5.26873894968e-17,67
1.00009244662,0.2,7.15507287611e-18,68
1.00009292524,0.2,6.56965467856e-17,69
1.00009322357,0.2,1.77792581828e-17,70
1.00009334141,0.2,5.57227904219e-17,71
1.00009327887,0.2,-7.1117028799e-17,72
1.00009303642,0.2,2.16820262316e-19,73
1.00009261489,0.2,-1.04073769778e-16,74
1.00009201542,0.2,2.08147664322e-17,75
1.00009123954,0.2,-1.11012173763e-16,76
1.00009028907,0.2,-1.06242220392e-17,77
1.0000891662,0.2,-3.79436927422e-17,78
1.00008787342,0.2,-9.32331941141e-17,79
1.00008641356,0.2,-2.81434564214e-16,80
1.00008478977,0.2,-1.89719293929e-16,81
1.0000830055,0.2,-9.82205639804e-17,82
1.0000810645,0.2,-4.35813944301e-17,83
1.00007897082,0.2,-3.14393802085e-17,84
1.0000767288,0.2,2.08150845952e-17,85
1.00007434307,0.2,-3.85947280901e-17,86
1.00007181849,0.2,1.40936160601e-17,87
1.00006916021,0.2,-1.88638131759e-17,88
1.00006637363,0.2,0,89
1.00006346436,0.2,-9.60542164628e-17,90
1.00006043826,0.2,-1.06245391616e-16,91
1.0000573014,0.2,-9.73557764665e-17,92
1.00005406005,0.2,-1.59585932567e-16,93
1.00005072065,0.2,-9.02010456951e-17,94
1.00004728985,0.2,-8.08776573754e-17,95
1.00004377443,0.2,-6.89522398248e-17,96
1.00004018136,0.2,1.24678240095e-16,97
1.0000365177,0.2,-6.07131045563e-18,98
1.00003279066,0.2,8.62996631065e-17,99
1.00002900757,0.2,6.33155702425e-17,100
1.00002517581,0.2,-1.7780467991e-17,101
1.00002130289,0.2,-1.07984236004e-16,102
1.00001739634,0.2,-1.95152996099e-18,103
1.00001346378,0.2,3.46940024072e-17,104
1.00000951283,0.2,5.18243708484e-17,105
1.00000555116,0.2,1.37909750782e-16,106
1.00000158642,0.2,9.02054776472e-17,107
0.999997626271,0.2,1.2490038675e-16,108
0.999993678344,0.2,5.24757168817e-17,109
0.999989750228,0.2,1.47886692132e-16,110
0.999985849463,0.2,8.45689661502e-17,111
0.999981983519,0.2,1.19047543357e-16,112
0.999978159787,0.2,8.17506292566e-17,113
0.999974385561,0.2,1.45069966564e-16,114
0.999970668026,0.2,1.13627720602e-16,115
0.999967014242,0.2,2.99249670583e-17,116
0.999963431137,0.2,5.13930623617e-17,117
0.999959925485,0.2,-3.7731747684e-17,118
0.999956503899,0.2,2.94915818604e-17,119
0.999953172819,0.2,-9.02098450235e-17,120
0.999949938496,0.2,3.72984219486e-17,121
0.999946806984,0.2,0,122
0.999943784127,0.2,6.83085768929e-17,123
0.999940875548,0.2,-1.14932225588e-16,124
0.999938086638,0.2,-4.53224568756e-17,125
0.99993542255,0.2,-1.10162054709e-16,126
0.999932888184,0.2,-3.14439732642e-17,127
0.999930488182,0.2,-4.05519800928e-17,128
0.999928226917,0.2,-2.27698798867e-17,129
0.999926108487,0.2,-8.21885977143e-17,130
0.999924136707,0.2,-5.44310783796e-17,131
0.999922315101,0.2,-2.38543009136e-17,132
0.999920646898,0.2,-1.99509031398e-17,133
0.999919135025,0.2,-2.86252521339e-17,134
0.999917782101,0.2,-1.8649810715e-17,135
