avg(density),avg(temperature),avg(velocity (2)),Time
0.9999,0.2,0,0
0.999900102756,0.2,0,1
0.999900328606,0.2,-2.08187567462e-17,2
0.999900676935,0.2,0,3
0.999901146835,0.2,7.78534120406e-17,4
0.999901737158,0.2,2.0818727419e-17,5
0.999902446548,0.2,8.47928817267e-17,6
0.999903273466,0.2,9.08649311041e-17,7
0.999904216208,0.2,-7.06967532492e-17,8
0.999905272914,0.2,-1.30116586263e-16,9
0.999906441584,0.2,-3.66494622957e-17,10
0.999907720077,0.2,-2.60232535635e-18,11
0.999909106126,0.2,-2.53726370534e-17,12
0.999910597338,0.2,-6.18050493676e-17,13
0.9999121912,0.2,-6.54915619536e-17,14
0.999913885085,0.2,2.99265570835e-17,15
0.999915676256,0.2,-4.18537331214e-17,16
0.99991756187,0.2,2.03846813177e-17,17
0.999919538984,0.2,1.10380662499e-16,18
0.999921604557,0.2,-3.25286152698e-18,19
0.999923755456,0.2,-6.462337666e-17,20
0.999925988462,0.2,6.52738017981e-17,21
0.999928300271,0.2,8.45738333748e-17,22
0.999930687502,0.2,1.24258181612e-16,23
0.9999331467,0.2,1.06909481459e-16,24
0.999935674342,0.2,1.64809331687e-17,25
0.99993826684,0.2,-3.88168340608e-17,26
0.999940920548,0.2,-1.06258090573e-17,27
0.999943631764,0.2,4.77075847817e-18,28
0.99994639674,0.2,2.77570634847e-17,29
0.999949211682,0.2,-1.17099781929e-17,30
0.999952072757,0.2,-1.0040193316e-16,31
0.999954976098,0.2,-1.25122564211e-16,32
0.999957917808,0.2,-1.01919293201e-17,33
0.99996089397,0.2,1.30976744417e-16,34
0.999963900642,0.2,3.77315976889e-17,35
0.999966933874,0.2,6.61385194662e-17,36
0.999969989703,0.2,2.08173064453e-17,37
0.999973064166,0.2,-4.87904119723e-17,38
0.999976153296,0.2,2.84067743271e-17,39
0.999979253138,0.2,-1.03218188274e-16,40
0.999982359744,0.2,-1.1687905597e-16,41
0.999985469183,0.2,-7.00404780879e-17,42
0.999988577546,0.2,-3.51285516428e-17,43
0.999991680947,0.2,1.95158014577e-18,44
0.999994775534,0.2,-3.55620170501e-17,45
0.999997857486,0.2,1.45283402385e-17,46
1.00000092302,0.2,4.94395734315e-17,47
1.00000396841,0.2,-5.50772517931e-17,48
1.00000698996,0.2,1.06251070213e-17,49
1.00000998404,0.2,8.08806745519e-17,50
1.00001294706,0.2,5.96303474489e-17,51
1.00001587552,0.2,1.43112414784e-17,52
1.00001876596,0.2,4.35841094364e-17,53
1.00002161499,0.2,1.24897390614e-16,54
1.00002441932,0.2,3.1441095232e-17,55
1.00002717569,0.2,-8.71674858309e-17,56
1.00002988097,0.2,1.7346716423e-18,57
1.00003253208,0.2,-2.45021719916e-17,58
1.00003512603,0.2,-5.22567091429e-17,59
1.00003765994,0.2,-7.30724745204e-17,60
1.000040131,0.2,-3.01396108622e-17,61
1.00004253652,0.2,-2.12494587027e-17,62
1.00004487388,0.2,6.50492113389e-18,63
1.00004714057,0.2,7.91430277437e-17,64
1.00004933422,0.2,-5.55084127673e-17,65
1.00005145251,0.2,-6.33141492016e-17,66
1.00005349326,0.2,-7.71910654793e-17,67
1.0000554544,0.2,1.59152053239e-16,68
1.00005733398,0.2,1.09064485451e-16,69
1.00005913013,0.2,4.53169712115e-17,70
1.00006084114,0.2,1.04293903634e-16,71
1.00006246538,0.2,3.46923024518e-17,72
1.00006400136,0.2,-5.18215471953e-17,73
1.00006544771,0.2,1.37467838516e-16,74
1.00006680317,0.2,1.96227484602e-16,75
1.00006806661,0.2,1.26409369055e-16,76
1.00006923702,0.2,5.55073080707e-17,77
1.00007031351,0.2,1.52644932885e-16,78
1.00007129531,0.2,3.79443707813e-17,79
1.00007218179,0.2,-6.9383930783e-18,80
1.00007297242,0.2,-1.97310397175e-17,81
1.00007366681,0.2,1.10146826559e-16,82
1.00007426469,0.2,-1.06243922731e-17,83
1.00007476592,0.2,7.30697632978e-17,84
1.00007517045,0.2,5.55069787468e-17,85
1.00007547839,0.2,4.85685914485e-17,86
1.00007568994,0.2,2.4067466564e-17,87
1.00007580545,0.2,9.45352631523e-17,88
1.00007582537,0.2,2.08151033989e-17,89
1.00007575025,0.2,1.70206847868e-16,90
1.0000755808,0.2,1.07327903148e-16,91
1.00007531779,0.2,4.70508305211e-17,92
1.00007496216,0.2,2.40674840787e-17,93
1.0000745149,0.2,1.46573211832e-16,94
1.00007397716,0.2,5.59406937667e-17,95
1.00007335016,0.2,1.00823406628e-16,96
1.00007263525,0.2,4.29312877054e-17,97
1.00007183387,0.2,1.42453932447e-16,98
1.00007094756,0.2,4.33650102579e-17,99
1.00006997794,0.2,-7.78402688827e-17,100
1.00006892676,0.2,-2.32003273678e-17,101
1.00006779583,0.2,1.39202121623e-16,102
1.00006658707,0.2,7.48049688576e-17,103
1.00006530247,0.2,1.15568404684e-16,104
1.00006394411,0.2,8.41287090492e-17,105
