avg(density),avg(temperature),avg(velocity (2)),Time
0.9999,0.2,0,0
0.999900102756,0.2,0,1
0.999900328677,0.2,6.93958558159e-18,2
0.999900677338,0.2,-1.73489579045e-18,3
0.999901148123,0.2,-2.08187396832e-17,4
0.999901740264,0.2,0,5
0.999902452843,0.2,-1.56140343885e-17,6
0.999903284793,0.2,-3.51315481435e-17,7
0.999904234905,0.2,3.64326819748e-17,8
0.999905301821,0.2,3.12279798004e-17,9
0.999906484046,0.2,5.81186714682e-17,10
0.999907779941,0.2,2.08186016044e-17,11
0.999909187732,0.2,3.46976204891e-17,12
0.999910705508,0.2,7.72020884023e-17,13
0.999912331224,0.2,-6.93950228158e-18,14
0.999914062708,0.2,5.42147676946e-17,15
0.999915897659,0.2,-5.24797988222e-17,16
0.999917833651,0.2,-1.04525677921e-16,17
0.999919868139,0.2,-1.5657134006e-16,18
0.999921998457,0.2,-3.90343229469e-17,19
0.999924221829,0.2,-5.46479306135e-17,20
0.999926535365,0.2,4.68409750065e-17,21
0.99992893607,0.2,1.43124857783e-17,22
0.999931420844,0.2,1.47461608251e-16,23
0.999933986491,0.2,-3.33956314754e-17,24
0.999936629716,0.2,6.93933365145e-18,25
0.999939347137,0.2,-5.29122752983e-17,26
0.999942135283,0.2,6.59233067206e-17,27
0.999944990602,0.2,7.24286893806e-17,28
0.999947909464,0.2,7.15610710386e-17,29
0.999950888168,0.2,2.60221301341e-17,30
0.999953922941,0.2,8.67401705308e-17,31
0.99995700995,0.2,7.84996119902e-17,32
0.999960145302,0.2,4.33698153903e-19,33
0.999963325049,0.2,-4.33696774802e-18,34
0.999966545197,0.2,-6.02836575681e-17,35
0.999969801705,0.2,-6.28856250428e-17,36
0.999973090496,0.2,-7.02581913901e-17,37
0.999976407458,0.2,5.63798431131e-18,38
0.99997974845,0.2,3.686362041e-17,39
0.999983109309,0.2,-4.0766690263e-17,40
0.999986485852,0.2,1.69137824661e-17,41
0.999989873886,0.2,-1.30105578162e-17,42
0.999993269206,0.2,-6.67873033567e-17,43
0.999996667609,0.2,-6.11492063012e-17,44
1.00000006489,0.2,-4.59701691303e-17,45
1.00000345686,0.2,-4.16332195033e-17,46
1.00000683933,0.2,-6.80874307598e-17,47
1.00001020814,0.2,3.98982326608e-17,48
1.00001355914,0.2,8.4132947814e-17,49
1.00001688824,0.2,1.59591864564e-16,50
1.00002019134,0.2,9.93109137791e-17,51
1.00002346441,0.2,1.43978670131e-16,52
1.00002670345,0.2,1.45712880945e-16,53
1.00002990452,0.2,4.68361332395e-17,54
1.0000330637,0.2,2.60199918224e-17,55
1.00003617718,0.2,-1.07115299512e-16,56
1.00003924117,0.2,5.59426368458e-17,57
1.00004225196,0.2,-6.93860073442e-17,58
1.00004520592,0.2,9.02015431071e-17,59
1.00004809948,0.2,-7.02529216479e-17,60
1.00005092917,0.2,1.09282013344e-16,61
1.00005369158,0.2,-4.98706223017e-17,62
1.00005638341,0.2,1.44407587182e-16,63
1.00005900144,0.2,4.77020810977e-17,64
1.00006154256,0.2,1.52646271644e-16,65
1.00006400373,0.2,2.64528399281e-17,66
1.00006638205,0.2,1.37901362165e-16,67
1.00006867471,0.2,6.8516871925e-17,68
1.000070879,0.2,8.49954259324e-17,69
1.00007299233,0.2,2.64526021715e-17,70
1.00007501225,0.2,3.46918672045e-18,71
1.00007693639,0.2,-1.74759944805e-16,72
1.00007876254,0.2,7.97909953535e-17,73
1.00008048858,0.2,-8.15254415039e-17,74
1.00008211254,0.2,1.50041260403e-16,75
1.00008363257,0.2,8.80298542428e-17,76
1.00008504696,0.2,2.7016020508e-16,77
1.00008635411,0.2,1.43102329293e-16,78
1.00008755259,0.2,1.60014230998e-16,79
1.00008864109,0.2,7.37192131779e-18,80
1.00008961842,0.2,1.37898158126e-16,81
1.00009048355,0.2,-1.69120236308e-17,82
1.00009123559,0.2,4.42314131582e-17,83
1.00009187379,0.2,-4.33641028748e-18,84
1.00009239754,0.2,1.14481171636e-16,85
1.00009280636,0.2,-4.68331874339e-17,86
1.00009309993,0.2,6.24442315818e-17,87
1.00009327806,0.2,-2.03810997332e-17,88
1.00009334072,0.2,1.1144558092e-16,89
1.00009328801,0.2,1.24888439676e-16,90
1.00009312018,0.2,9.3666345476e-17,91
1.0000928376,0.2,-2.9921202148e-17,92
1.00009244081,0.2,-3.90276704599e-17,93
1.00009193048,0.2,-2.47175372377e-17,94
1.00009130741,0.2,2.90539653804e-17,95
1.00009057254,0.2,-2.51512123925e-17,96
1.00008972697,0.2,-1.15348761258e-16,97
1.0000887719,0.2,-7.58874154042e-17,98
1.00008770868,0.2,-1.62616063032e-16,99
1.00008653881,0.2,-6.11437112244e-17,100
1.00008526388,0.2,-6.54802281199e-17,101
1.00008388564,0.2,-7.63214306711e-17,102
1.00008240595,0.2,-1.28358959681e-16,103
1.00008082679,0.2,-9.71366634102e-17,104
1.00007915027,0.2,-7.63217920525e-17,105
