arc_length,density,temperature,velocity_0,velocity_1,velocity_2
2.34559988976,0.00066114292805,1666.666666,1.38603802448e-16,0.0331016329055,0.000187029036915
2.34879994392,0.000659898475702,1666.666666,5.18031254119e-17,0.0344404169743,0.000244171163385
2.35199999809,0.00065865858318,1666.666666,-5.11309666309e-17,0.0357841592302,0.00022931359016
2.35519981384,0.000657421426574,1666.666666,-1.637451798e-16,0.0371308764203,0.000171255875253
2.35839986801,0.000656184269968,1666.666666,-2.76359392969e-16,0.0384775936105,0.000113198160346
2.36159992218,0.000654950739812,1666.666666,-2.60532102188e-16,0.0398282885156,0.000112986078415
2.36479997635,0.000653720813298,1666.666666,-1.16257031498e-16,0.0411829864794,0.000170622319213
2.36800003052,0.000652490909693,1666.666666,2.80153519045e-17,0.0425376592105,0.000228257486471
2.37120008469,0.00065126371005,1666.666666,1.79177638678e-18,0.0438953421479,0.000242309608556
2.37439990044,0.000650041016885,1666.666666,-3.08583967877e-16,0.0452580419588,0.000183725306386
2.37759995461,0.00064881832372,1666.666666,-6.18959712141e-16,0.0466207417696,0.000125141004215
2.38080000877,0.000647597422614,1666.666666,-8.42612786075e-16,0.0479854539938,9.573608085e-05
2.38399982452,0.000646381897649,1666.666666,-8.0609946435e-16,0.0493562034206,0.000153868750397
2.38719987869,0.000645166372684,1666.666666,-7.69586142625e-16,0.0507269528474,0.000212001419944
2.39039993286,0.000643951738457,1666.666666,-6.94509579865e-16,0.0520987175101,0.000255478552303
2.39359998703,0.000642743339628,1666.666666,-3.49480273368e-16,0.0534775890895,0.000196363102481
2.3968000412,0.0006415349408,1666.666666,-4.4509668717e-18,0.0548564606689,0.000137247652658
2.40000009537,0.000640326519529,1666.666666,3.40580478533e-16,0.0562353580077,7.81321983585e-05
2.40319991112,0.00063912520509,1666.666666,2.25214326914e-16,0.0576223743906,0.000136766877615
2.40639996529,0.000637923890651,1666.666666,1.09848175294e-16,0.0590093907734,0.000195401556871
2.40960001945,0.000636722576213,1666.666666,-5.5179763256e-18,0.0603964071562,0.000254036236128
2.41279983521,0.000635527424268,1666.666666,-9.96138163639e-17,0.0617906146315,0.000209170296337
2.41599988937,0.000634333152648,1666.666666,-1.90671153659e-16,0.0631858493675,0.000149519104638
2.41919994354,0.000633138881027,1666.666666,-2.81728490954e-16,0.0645810841035,8.98679129394e-05
2.42239999771,0.000631949860569,1666.666666,-4.12659271221e-16,0.0659824996672,0.000119310908786
2.42560005188,0.000630762590508,1666.666666,-5.56881281669e-16,0.0673859755197,0.000178452151539
2.42879986763,0.000629575320448,1666.666666,-7.01103292116e-16,0.0687894513721,0.000237593394292
2.4319999218,0.000628392400639,1666.666666,-6.08210940186e-16,0.0701981244805,0.000222152398193
2.43519997597,0.000627212091053,1666.666666,-3.73046084175e-16,0.0716099160275,0.00016196083627
2.43840003014,0.000626031759482,1666.666666,-1.37876847871e-16,0.0730217338713,0.00010176815319
2.44159984589,0.000624854909794,1666.666666,-1.39309043472e-16,0.0744376947609,0.000101499412731
2.44479990005,0.000623681519907,1666.666666,-3.77331680322e-16,0.0758578248764,0.000161151819532
2.44799995422,0.000622508130019,1666.666666,-6.15354317172e-16,0.077277954992,0.000220804226333
2.45120000839,0.000621337319804,1666.666666,-6.99809115459e-16,0.0787012404437,0.000235310547293
2.45440006256,0.000620170809011,1666.666666,-5.28319423087e-16,0.0801297847498,0.000174573952457
2.45759987831,0.000619004298217,1666.666666,-3.56829730714e-16,0.0815583290559,0.000113837357622
2.46079993248,0.000617839497099,1666.666666,-2.28319528915e-16,0.0829889826258,8.33265439078e-05
2.46399998665,0.000616679825101,1666.666666,-2.28750200539e-16,0.0844259641047,0.000143494762584
2.4671998024,0.000615520153102,1666.666666,-2.29180872162e-16,0.0858629455836,0.000203662981259
2.47039985657,0.000614361330878,1666.666666,-2.25418903499e-16,0.08730099122,0.000248650442399
2.47359991074,0.00061320843607,1666.666666,-1.92305493061e-16,0.0887465134782,0.00018736297572
2.4767999649,0.000612055562736,1666.666666,-1.59192699399e-16,0.0901920088119,0.000126076650589
2.48000001907,0.000610902689433,1666.666666,-1.2608002988e-16,0.0916375041854,6.47908934498e-05
2.48320007324,0.000609756574937,1666.666666,-1.19627013423e-16,0.093091536462,0.00012547961947
2.48639988899,0.00060861046044,1666.666666,-1.13173996966e-16,0.0945455687387,0.00018616834549
2.48959994316,0.000607464345944,1666.666666,-1.06720980509e-16,0.0959996010154,0.000246857071511
2.49279999733,0.000606324110722,1666.666666,-4.57265714775e-16,0.0974611711504,0.000200332544356
2.49599981308,0.000605184715402,1666.666666,-8.58810399127e-16,0.0989238181282,0.000138491756665
2.49919986725,0.000604045320081,1666.666666,-1.26035508348e-15,0.100386465106,7.66509689744e-05
2.50239992142,0.000602910934583,1666.666666,-1.19334393114e-15,0.101855590453,0.00010710053849
2.50559997559,0.000601778219077,1666.666666,-9.70142651231e-16,0.103326875323,0.000168314515441
2.50880002975,0.000600645482473,1666.666666,-7.46937213866e-16,0.104798187599,0.000229529632593
2.51200008392,0.000599516917402,1666.666666,-7.586797008e-16,0.1062749205,0.000213483927474
2.51519989967,0.000598390842513,1666.666666,-9.11383896673e-16,0.107754922114,0.000151083909734
2.51839995384,0.000597264767624,1666.666666,-1.06408809255e-15,0.109234923728,8.86838919943e-05
2.52160000801,0.000596141993608,1666.666666,-9.92593356514e-16,0.11071929538,8.8356182192e-05
2.52479982376,0.000595022520436,1666.666666,-6.96901776586e-16,0.112208037031,0.000150100202235
2.52799987793,0.000593903047263,1666.666666,-4.01210196659e-16,0.113696778681,0.000211844222279
2.5311999321,0.000592786035187,1666.666666,-2.74020987336e-16,0.115188827804,0.000226823078709
2.53439998627,0.00059167312499,1666.666666,-4.27672549722e-16,0.11668638945,0.000163859027921
2.53760004044,0.000590560214794,1666.666666,-5.81324112107e-16,0.118183951096,0.000100894977132
2.54079985619,0.000589448935677,1666.666666,-6.98624903658e-16,0.119683723517,6.92406445009e-05
2.54399991035,0.000588342529403,1666.666666,-7.06868796492e-16,0.12119015661,0.000131520708841
2.54719996452,0.000587236143737,1666.666666,-7.15112535775e-16,0.122696561644,0.000193799613144
2.55040001869,0.000586130568886,1666.666666,-7.18081205031e-16,0.124204082283,0.000240351379992
2.55359983444,0.000585030669465,1666.666666,-6.84126152639e-16,0.12571941179,0.000176818457371
